Timestamp,Age,Gender,Occupation ,Which platform did you use for your recent purchase?  ,Device used during purchase  ,How often do you shop Online ?,Think about your most recent online purchase. Was it planned in advance?  ,  Did you originally intend to buy this product before opening the app/website?  ,How much time did you spend browsing before purchasing?  ,I often buy things when I am feeling stressed.  ,I shop online to improve my mood.  , I find it hard to resist attractive offers.  ,I experience FOMO (Fear of Missing Out) during flash sales.  ,I sometimes buy products without thinking about future need.  ,I feel excited while making spontaneous (Random)  purchases. ,I regret some purchases later. ,I consider myself emotionally influenced while shopping. ,Was the product on discount? ,Did you see a “Limited Time Offer” message? ,Did an influencer/advertisement influence this purchase? ,Did you receive a push notification before buying? ,Discount percentage (if applicable) ,Did peer (Known Person) recommendation influence your purchase?  ,Payment Method Used (Mostly),Do you usually compare prices before purchasing?  ,How often do you add items to cart but do not purchase?  ,"On average, how many impulse (Actual) purchases do you make per month?  ",I carefully plan my purchases in advance.  ,I stick to my budget while shopping. ,I am comfortable spending money without long consideration. ,I review my expenses regularly. ,Would you classify your recent purchase as: 
3/13/2026 14:51:53,30 - 34,Male,Working Professional,Amazon,Mobile Browser,Once a month,Yes,Yes,15 - 30 minutes,2,2,1,1,1,1,2,2,No,No,Yes,Yes,0 - 10 %,No,"UPI (Gpay, Phonepe, Paytm)",Always,Sometimes,0,3,5,3,4,Completely Planned
3/13/2026 14:53:41,21 - 24,Female,Working Professional,Myntra,Mobile App,2 - 3 times a month,Yes,Yes,5 - 15 minutes,3,4,2,2,3,4,4,2,No,No,Yes,No,30 - 50 %,Yes,Cash on Delivery,Always,Sometimes,1 - 2,3,2,4,4,Completely Unplanned
3/13/2026 14:55:30,21 - 24,Female,Working Professional,Flipkart,Mobile App,Weekly,Yes,No,15 - 30 minutes,2,4,3,3,2,2,3,3,Yes,Yes,No,No,10 - 30 %,No,Cash on Delivery,Always,Sometimes,1 - 2,4,2,2,2,Completely Planned
3/13/2026 14:57:18,25 - 29,Female,Student,Flipkart,Mobile Browser,Once a month,No,Yes,15 - 30 minutes,2,4,3,3,2,2,4,4,No,No,No,Yes,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Sometimes,Always,1 - 2,4,4,2,2,Completely Planned
3/13/2026 14:59:04,25 - 29,Male,Self Employed,Myntra,Laptop / Desktop,2 - 3 times a month,No,No,15 - 30 minutes,2,2,2,2,3,2,3,3,Yes,Yes,No,Yes,10 - 30 %,No,Cash on Delivery,Always,Sometimes,3 - 5,4,2,2,4,Completely Unplanned
3/13/2026 15:00:52,25 - 29,Male,Student,Ajio,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,5,3,5,4,5,5,4,5,No,Yes,No,No,More than 50%,Yes,Cash on Delivery,Rarely,Rarely,More than 5,2,2,5,2,Completely Unplanned
3/13/2026 15:02:41,21 - 24,Male,Student,Flipkart,Mobile Browser,Weekly,No,No,5 - 15 minutes,2,3,4,3,3,4,3,3,Yes,Yes,No,Yes,0 - 10 %,Yes,Debit Card,Rarely,Sometimes,3 - 5,4,4,4,2,Partially Planned
3/13/2026 15:04:29,25 - 29,Female,Self Employed,Flipkart,Mobile Browser,Rarely,Yes,Yes,more than 30 minutes,2,3,2,1,2,3,3,1,Yes,No,No,Yes,No Discount,Yes,Debit Card,Always,Always,0,3,5,1,3,Completely Planned
3/13/2026 15:06:26,25 - 29,Female,Working Professional,Myntra,Mobile App,Once a month,Yes,Yes,15 - 30 minutes,2,2,2,4,2,4,2,3,No,Yes,Yes,Yes,0 - 10 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Sometimes,3 - 5,4,4,3,3,Partially Planned
3/13/2026 15:09:12,21 - 24,Female,Working Professional,Meesho,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,3,3,5,5,3,4,3,4,Yes,No,Yes,Yes,More than 50%,No,"UPI (Gpay, Phonepe, Paytm)",Never,Rarely,More than 5,3,3,4,2,Partially Planned
3/13/2026 15:10:56,21 - 24,Male,Student,Myntra,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,4,5,5,5,5,3,4,No,Yes,Yes,No,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Never,Never,3 - 5,3,2,3,1,Completely Unplanned
3/13/2026 15:12:46,25 - 29,Female,Self Employed,Amazon,Laptop / Desktop,2 - 3 times a month,Yes,No,5 - 15 minutes,3,2,2,3,2,3,2,4,Yes,No,Yes,Yes,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Always,Rarely,3 - 5,2,3,4,4,Completely Unplanned
3/13/2026 15:14:36,16 - 20,Female,Working Professional,Ajio,Mobile App,Weekly,No,No,Less than 5 minutes,3,4,5,4,3,5,4,3,Yes,Yes,No,Yes,30 - 50 %,No,Cash on Delivery,Never,Rarely,3 - 5,2,3,5,2,Completely Unplanned
3/13/2026 15:16:24,25 - 29,Female,Working Professional,Amazon,Mobile Browser,Once a month,Yes,Yes,15 - 30 minutes,1,1,3,1,2,1,2,3,Yes,No,No,No,10 - 30 %,No,Credit Card,Sometimes,Always,0,3,4,2,5,Partially Planned
3/13/2026 15:18:11,16 - 20,Female,Working Professional,Ajio,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,4,5,5,5,4,4,4,5,Yes,Yes,Yes,No,More than 50%,Yes,Buy Now Pay Later,Rarely,Never,More than 5,2,3,4,2,Partially Planned
3/13/2026 15:19:54,25 - 29,Male,Student,Meesho,Mobile Browser,2 - 3 times a month,No,No,5 - 15 minutes,2,4,3,3,4,4,3,4,Yes,Yes,Yes,Yes,0 - 10 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,1 - 2,2,4,2,3,Completely Planned
3/13/2026 15:21:39,25 - 29,Male,Working Professional,Myntra,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,3,5,5,5,4,3,4,No,Yes,No,Yes,30 - 50 %,No,Buy Now Pay Later,Never,Never,More than 5,2,2,5,2,Completely Unplanned
3/13/2026 15:23:28,25 - 29,Female,Student,Flipkart,Mobile App,2 - 3 times a month,No,No,15 - 30 minutes,3,3,4,3,2,3,4,3,No,Yes,No,No,0 - 10 %,Yes,Credit Card,Sometimes,Rarely,1 - 2,2,4,3,2,Completely Planned
3/13/2026 15:25:11,30 - 34,Male,Self Employed,Amazon,Laptop / Desktop,Once a month,Yes,Yes,15 - 30 minutes,1,1,3,1,1,2,1,3,Yes,Yes,No,No,0 - 10 %,No,Debit Card,Sometimes,Always,0,3,5,3,3,Completely Planned
3/13/2026 15:26:54,35 +,Male,Self Employed,Flipkart,Laptop / Desktop,Once a month,Yes,Yes,more than 30 minutes,1,2,3,2,2,3,2,2,No,No,No,No,10 - 30 %,No,Credit Card,Sometimes,Sometimes,1 - 2,4,5,2,5,Partially Planned
3/13/2026 15:28:40,16 - 20,Female,Student,Meesho,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,3,5,4,5,5,5,2,5,No,No,Yes,Yes,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,More than 5,3,3,3,1,Completely Unplanned
3/13/2026 15:30:27,30 - 34,Male,Student,Meesho,Mobile App,2 - 3 times a month,Yes,Yes,15 - 30 minutes,4,2,2,3,3,4,4,3,No,No,No,No,0 - 10 %,Yes,Credit Card,Sometimes,Always,3 - 5,2,4,4,2,Partially Planned
3/13/2026 15:32:14,30 - 34,Male,Self Employed,Amazon,Mobile Browser,Once a month,Yes,Yes,15 - 30 minutes,1,1,3,1,1,2,2,3,No,Yes,Yes,No,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Sometimes,Always,0,3,5,3,4,Completely Planned
3/13/2026 15:33:59,16 - 20,Male,Student,Myntra,Mobile App,Weekly,No,No,Less than 5 minutes,4,5,4,4,4,5,3,4,No,No,Yes,No,More than 50%,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Never,More than 5,3,1,4,3,Completely Unplanned
3/13/2026 15:35:41,21 - 24,Male,Student,Amazon,Laptop / Desktop,Once a month,No,Yes,5 - 15 minutes,4,3,3,4,4,2,2,3,No,No,No,No,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Sometimes,Sometimes,3 - 5,4,3,3,4,Completely Planned
3/13/2026 15:37:28,30 - 34,Male,Working Professional,Flipkart,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,2,3,1,1,1,2,3,3,Yes,No,Yes,No,0 - 10 %,Yes,Debit Card,Sometimes,Sometimes,0,3,5,1,3,Partially Planned
3/13/2026 15:39:13,35 +,Male,Working Professional,Amazon,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,3,1,2,1,1,1,1,3,Yes,Yes,No,No,No Discount,No,Debit Card,Always,Always,1 - 2,4,5,1,4,Partially Planned
3/13/2026 15:41:00,30 - 34,Female,Self Employed,Amazon,Mobile App,Weekly,Yes,No,5 - 15 minutes,4,3,2,4,4,3,2,2,No,Yes,No,Yes,10 - 30 %,Yes,Cash on Delivery,Always,Always,1 - 2,2,2,2,3,Completely Unplanned
3/13/2026 15:42:39,16 - 20,Female,Working Professional,Meesho,Mobile Browser,Multiple times in a month,No,No,5 - 15 minutes,5,5,4,5,4,5,2,5,Yes,Yes,No,Yes,More than 50%,Yes,Cash on Delivery,Rarely,Rarely,3 - 5,2,3,4,3,Partially Planned
3/13/2026 15:44:24,25 - 29,Male,Working Professional,Meesho,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,5,5,4,5,3,5,3,3,Yes,No,Yes,Yes,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,1,2,5,3,Partially Planned
3/13/2026 15:46:09,30 - 34,Female,Working Professional,Meesho,Mobile Browser,2 - 3 times a month,No,Yes,15 - 30 minutes,4,3,4,3,4,3,2,2,No,No,No,No,30 - 50 %,No,Credit Card,Sometimes,Always,3 - 5,4,3,2,3,Completely Planned
3/13/2026 15:47:53,25 - 29,Male,Student,Meesho,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,3,5,5,5,3,5,2,4,No,Yes,Yes,Yes,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Never,Rarely,More than 5,3,2,5,1,Partially Planned
3/13/2026 15:49:38,21 - 24,Male,Working Professional,Myntra,Mobile App,Weekly,No,No,Less than 5 minutes,5,5,5,4,4,4,2,3,Yes,Yes,Yes,No,More than 50%,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Never,3 - 5,1,3,3,1,Partially Planned
3/13/2026 15:51:21,25 - 29,Male,Working Professional,Amazon,Mobile Browser,Once a month,No,Yes,15 - 30 minutes,2,4,3,2,2,4,3,2,No,Yes,No,Yes,30 - 50 %,Yes,Cash on Delivery,Always,Always,1 - 2,2,4,3,2,Completely Planned
3/13/2026 15:53:01,25 - 29,Female,Student,Myntra,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,5,5,5,4,3,5,3,5,Yes,No,No,Yes,30 - 50 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,More than 5,3,2,4,1,Partially Planned
3/13/2026 15:54:46,25 - 29,Male,Working Professional,Myntra,Mobile App,2 - 3 times a month,No,No,5 - 15 minutes,2,2,2,4,4,2,3,3,No,Yes,No,Yes,30 - 50 %,Yes,Debit Card,Always,Sometimes,1 - 2,2,4,2,4,Partially Planned
3/13/2026 15:56:29,21 - 24,Female,Self Employed,Amazon,Mobile Browser,Once a month,Yes,Yes,5 - 15 minutes,3,3,2,2,2,4,3,2,Yes,No,No,No,10 - 30 %,Yes,Debit Card,Sometimes,Sometimes,1 - 2,4,3,3,3,Completely Planned
3/13/2026 15:58:09,30 - 34,Male,Student,Meesho,Laptop / Desktop,2 - 3 times a month,Yes,No,15 - 30 minutes,4,2,2,2,3,4,3,2,Yes,No,No,Yes,10 - 30 %,No,Cash on Delivery,Sometimes,Always,3 - 5,4,2,3,2,Completely Unplanned
3/13/2026 15:59:54,30 - 34,Male,Working Professional,Flipkart,Laptop / Desktop,Once a month,Yes,Yes,more than 30 minutes,1,2,3,1,1,1,2,2,Yes,No,No,Yes,No Discount,No,Debit Card,Always,Always,1 - 2,5,4,3,3,Partially Planned
3/13/2026 16:01:40,30 - 34,Female,Student,Flipkart,Mobile Browser,Weekly,No,Yes,5 - 15 minutes,2,3,2,3,2,2,2,2,No,Yes,Yes,No,0 - 10 %,No,Credit Card,Sometimes,Rarely,1 - 2,3,2,3,4,Completely Unplanned
3/13/2026 16:03:21,30 - 34,Female,Working Professional,Flipkart,Mobile Browser,Rarely,Yes,Yes,15 - 30 minutes,1,2,2,1,1,3,3,2,Yes,No,Yes,No,0 - 10 %,Yes,Credit Card,Sometimes,Always,1 - 2,3,4,3,3,Partially Planned
3/13/2026 16:05:04,21 - 24,Male,Student,Myntra,Mobile Browser,Multiple times in a month,No,No,5 - 15 minutes,3,4,5,5,4,5,4,5,Yes,Yes,Yes,Yes,10 - 30 %,No,Buy Now Pay Later,Rarely,Never,More than 5,2,2,4,1,Completely Unplanned
3/13/2026 16:06:48,21 - 24,Female,Student,Flipkart,Mobile App,Weekly,Yes,No,15 - 30 minutes,4,2,3,4,3,4,3,3,Yes,No,Yes,Yes,10 - 30 %,No,Credit Card,Rarely,Sometimes,3 - 5,2,4,3,4,Completely Unplanned
3/13/2026 16:08:34,21 - 24,Female,Working Professional,Amazon,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,3,4,4,4,4,5,4,4,No,No,Yes,No,10 - 30 %,No,Cash on Delivery,Rarely,Rarely,3 - 5,3,1,5,2,Partially Planned
3/13/2026 16:10:19,16 - 20,Male,Working Professional,Ajio,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,5,4,5,5,5,4,3,3,Yes,Yes,Yes,Yes,10 - 30 %,Yes,Cash on Delivery,Rarely,Rarely,3 - 5,2,3,4,2,Completely Unplanned
3/13/2026 16:12:06,25 - 29,Female,Student,Flipkart,Laptop / Desktop,Once a month,Yes,No,15 - 30 minutes,3,4,3,2,3,2,4,3,No,Yes,No,Yes,0 - 10 %,No,Credit Card,Rarely,Rarely,3 - 5,3,3,3,4,Partially Planned
3/13/2026 16:13:49,16 - 20,Male,Student,Amazon,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,3,5,5,5,4,4,2,3,No,Yes,Yes,No,30 - 50 %,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Never,More than 5,2,1,3,3,Completely Unplanned
3/13/2026 16:15:36,16 - 20,Female,Student,Myntra,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,5,5,5,5,4,5,2,5,Yes,Yes,No,Yes,More than 50%,Yes,Buy Now Pay Later,Rarely,Never,More than 5,1,1,5,3,Completely Unplanned
3/13/2026 16:17:21,30 - 34,Male,Self Employed,Flipkart,Mobile App,2 - 3 times a month,Yes,No,15 - 30 minutes,4,4,4,3,4,4,3,3,No,Yes,No,No,0 - 10 %,Yes,Credit Card,Sometimes,Always,1 - 2,3,2,2,4,Partially Planned
3/13/2026 16:19:05,16 - 20,Female,Student,Myntra,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,3,4,5,5,4,5,3,3,Yes,Yes,No,Yes,30 - 50 %,Yes,Buy Now Pay Later,Rarely,Never,More than 5,1,2,4,1,Completely Unplanned
3/13/2026 16:20:52,35 +,Male,Working Professional,Amazon,Mobile Browser,Once a month,Yes,Yes,15 - 30 minutes,3,2,3,1,1,2,2,2,Yes,No,No,No,No Discount,No,Credit Card,Sometimes,Sometimes,1 - 2,3,5,2,5,Partially Planned
3/13/2026 16:22:38,21 - 24,Female,Working Professional,Meesho,Mobile App,Weekly,No,No,Less than 5 minutes,3,3,5,4,5,4,4,3,Yes,Yes,No,Yes,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Never,Never,More than 5,1,3,3,1,Completely Unplanned
3/13/2026 16:24:24,25 - 29,Male,Student,Ajio,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,3,4,5,3,5,2,5,No,Yes,Yes,No,10 - 30 %,No,Cash on Delivery,Rarely,Rarely,More than 5,1,1,5,1,Completely Unplanned
3/13/2026 16:28:54,25 - 29,Female,Working Professional,Amazon,Mobile Browser,Once a month,Yes,No,15 - 30 minutes,4,2,2,2,2,3,3,2,No,Yes,No,No,0 - 10 %,No,"UPI (Gpay, Phonepe, Paytm)",Always,Rarely,3 - 5,3,2,4,4,Partially Planned
3/13/2026 16:30:39,25 - 29,Male,Student,Ajio,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,5,4,4,4,4,5,3,3,Yes,Yes,Yes,Yes,10 - 30 %,Yes,Buy Now Pay Later,Rarely,Rarely,3 - 5,1,1,4,1,Completely Unplanned
3/13/2026 16:32:21,21 - 24,Male,Student,Myntra,Mobile App,Weekly,No,No,5 - 15 minutes,5,4,4,4,3,5,3,4,No,Yes,No,Yes,10 - 30 %,Yes,Buy Now Pay Later,Rarely,Rarely,More than 5,3,3,5,2,Partially Planned
3/13/2026 16:34:05,21 - 24,Female,Self Employed,Myntra,Mobile App,Weekly,No,No,15 - 30 minutes,2,4,4,3,3,2,3,2,No,Yes,Yes,No,30 - 50 %,No,Cash on Delivery,Always,Rarely,3 - 5,4,3,3,4,Completely Planned
3/13/2026 16:35:52,30 - 34,Female,Working Professional,Amazon,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,2,1,3,1,2,2,2,2,Yes,Yes,No,No,0 - 10 %,No,Debit Card,Sometimes,Sometimes,1 - 2,4,4,3,5,Completely Planned
3/13/2026 16:37:36,35 +,Male,Working Professional,Flipkart,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,3,2,1,2,2,3,2,1,No,No,No,No,No Discount,Yes,"UPI (Gpay, Phonepe, Paytm)",Always,Always,0,3,5,3,5,Partially Planned
3/13/2026 16:39:22,30 - 34,Male,Working Professional,Flipkart,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,3,3,3,1,1,3,2,1,No,No,Yes,No,10 - 30 %,No,Credit Card,Sometimes,Always,1 - 2,3,5,1,5,Completely Planned
3/13/2026 16:41:06,30 - 34,Male,Self Employed,Flipkart,Mobile Browser,2 - 3 times a month,Yes,No,15 - 30 minutes,3,2,3,2,3,3,2,3,Yes,No,No,No,30 - 50 %,No,Credit Card,Sometimes,Rarely,3 - 5,4,4,4,4,Completely Unplanned
3/13/2026 16:42:51,16 - 20,Male,Student,Meesho,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,4,4,4,5,5,4,4,5,Yes,Yes,No,Yes,10 - 30 %,No,Buy Now Pay Later,Never,Never,More than 5,2,2,4,1,Partially Planned
3/13/2026 16:44:36,16 - 20,Male,Student,Amazon,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,5,5,5,5,3,5,3,4,No,No,Yes,Yes,30 - 50 %,Yes,Cash on Delivery,Rarely,Never,More than 5,2,3,5,1,Completely Unplanned
3/13/2026 16:46:18,21 - 24,Male,Working Professional,Myntra,Laptop / Desktop,Weekly,Yes,Yes,5 - 15 minutes,4,4,3,2,4,2,3,2,Yes,Yes,Yes,No,0 - 10 %,No,Debit Card,Rarely,Always,3 - 5,3,3,3,3,Completely Planned
3/13/2026 16:48:02,16 - 20,Male,Student,Ajio,Mobile App,Weekly,No,No,Less than 5 minutes,5,4,5,5,5,5,3,3,Yes,Yes,Yes,Yes,More than 50%,Yes,Buy Now Pay Later,Rarely,Rarely,More than 5,3,3,5,1,Completely Unplanned
3/13/2026 16:49:48,25 - 29,Male,Student,Ajio,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,4,5,5,5,4,3,4,Yes,Yes,Yes,No,More than 50%,Yes,Buy Now Pay Later,Never,Never,3 - 5,3,2,5,2,Partially Planned
3/13/2026 16:51:29,21 - 24,Male,Working Professional,Amazon,Laptop / Desktop,Weekly,No,No,15 - 30 minutes,2,4,4,3,2,2,2,4,No,Yes,Yes,Yes,30 - 50 %,Yes,Debit Card,Always,Rarely,1 - 2,2,3,4,2,Completely Planned
3/13/2026 16:53:16,25 - 29,Female,Student,Meesho,Mobile App,Weekly,No,No,Less than 5 minutes,4,3,4,5,5,5,4,5,Yes,No,Yes,Yes,More than 50%,No,Buy Now Pay Later,Rarely,Never,More than 5,1,1,3,1,Completely Unplanned
3/13/2026 16:54:59,25 - 29,Male,Student,Meesho,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,3,5,4,4,4,5,4,4,No,No,Yes,Yes,30 - 50 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,2,1,4,2,Completely Unplanned
3/15/2026 12:46:55,30 - 34,Female,Working Professional,Flipkart,Laptop / Desktop,Rarely,Yes,Yes,15 - 30 minutes,2,1,1,1,1,1,2,1,Yes,Yes,Yes,No,0 - 10 %,Yes,Credit Card,Always,Sometimes,1 - 2,4,4,1,3,Completely Planned
3/15/2026 12:48:38,21 - 24,Male,Self Employed,Amazon,Laptop / Desktop,Weekly,Yes,Yes,15 - 30 minutes,3,3,4,2,3,2,3,3,Yes,Yes,No,No,0 - 10 %,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,1 - 2,4,4,3,4,Partially Planned
3/15/2026 12:50:29,21 - 24,Male,Student,Myntra,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,4,4,5,5,3,5,3,3,Yes,No,No,Yes,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Never,Never,3 - 5,3,2,4,3,Completely Unplanned
3/15/2026 12:52:14,35 +,Male,Working Professional,Amazon,Laptop / Desktop,Once a month,Yes,Yes,more than 30 minutes,3,1,1,2,1,1,3,3,No,Yes,No,No,No Discount,No,Debit Card,Sometimes,Always,0,4,4,3,4,Partially Planned
3/15/2026 12:53:58,30 - 34,Female,Self Employed,Amazon,Laptop / Desktop,Rarely,Yes,Yes,15 - 30 minutes,2,1,3,1,1,3,1,3,No,No,No,Yes,0 - 10 %,Yes,Credit Card,Always,Sometimes,0,5,5,2,3,Completely Planned
3/15/2026 12:55:42,30 - 34,Female,Working Professional,Flipkart,Laptop / Desktop,Once a month,Yes,Yes,15 - 30 minutes,3,3,2,2,1,1,1,2,Yes,No,Yes,No,10 - 30 %,No,Debit Card,Always,Sometimes,0,3,4,2,3,Completely Planned
3/15/2026 12:57:28,25 - 29,Male,Student,Meesho,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,3,4,5,5,3,5,4,3,Yes,Yes,Yes,Yes,30 - 50 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,2,1,5,2,Completely Unplanned
3/15/2026 12:59:10,25 - 29,Male,Self Employed,Myntra,Mobile Browser,2 - 3 times a month,Yes,No,5 - 15 minutes,2,4,3,4,3,2,2,3,No,No,No,No,0 - 10 %,Yes,Credit Card,Rarely,Sometimes,1 - 2,3,2,3,2,Partially Planned
3/15/2026 13:00:55,21 - 24,Male,Student,Meesho,Mobile App,Multiple times in a month,No,No,Less than 5 minutes,3,5,5,5,3,5,4,3,No,Yes,Yes,Yes,More than 50%,No,Buy Now Pay Later,Rarely,Rarely,3 - 5,3,2,4,1,Completely Unplanned
3/15/2026 13:02:39,30 - 34,Male,Working Professional,Flipkart,Mobile Browser,2 - 3 times a month,No,No,5 - 15 minutes,2,3,2,3,3,2,4,2,No,No,No,No,0 - 10 %,Yes,Credit Card,Always,Always,3 - 5,3,2,2,4,Completely Unplanned
3/15/2026 13:04:23,16 - 20,Female,Student,Myntra,Mobile Browser,Weekly,No,No,5 - 15 minutes,5,4,4,4,3,5,4,5,Yes,Yes,Yes,No,More than 50%,Yes,Cash on Delivery,Rarely,Never,3 - 5,1,3,5,3,Completely Unplanned
3/15/2026 13:06:13,35 +,Male,Self Employed,Amazon,Mobile Browser,Once a month,Yes,Yes,more than 30 minutes,3,3,2,1,1,3,3,1,No,No,Yes,Yes,10 - 30 %,Yes,"UPI (Gpay, Phonepe, Paytm)",Sometimes,Always,1 - 2,5,4,1,4,Partially Planned
3/15/2026 13:08:02,21 - 24,Male,Student,Meesho,Mobile Browser,Once a month,No,No,15 - 30 minutes,4,4,4,4,4,4,2,4,No,No,No,Yes,10 - 30 %,Yes,Credit Card,Rarely,Always,3 - 5,3,4,4,4,Completely Unplanned
3/15/2026 13:11:57,25 - 29,Female,Self Employed,Meesho,Mobile Browser,Once a month,No,No,15 - 30 minutes,4,4,3,3,3,3,2,4,Yes,No,No,No,10 - 30 %,Yes,Debit Card,Rarely,Always,3 - 5,4,4,3,3,Partially Planned
3/15/2026 13:12:47,35 +,Male,Working Professional,Flipkart,Mobile App,Once a month,No,Yes,15 - 30 minutes,3,3,4,4,3,4,4,3,Yes,Yes,Yes,No,10 - 30 %,Yes,Credit Card,Always,Sometimes,1 - 2,3,3,3,3,Partially Planned
3/15/2026 13:13:42,21 - 24,Female,Working Professional,Amazon,Mobile Browser,Multiple times in a month,No,No,5 - 15 minutes,3,4,5,4,4,5,3,3,Yes,Yes,No,Yes,More than 50%,No,Cash on Delivery,Rarely,Never,3 - 5,1,2,4,1,Completely Unplanned
3/15/2026 13:15:31,21 - 24,Female,Student,Meesho,Mobile App,Weekly,No,No,Less than 5 minutes,4,5,5,4,4,5,2,5,Yes,No,Yes,No,30 - 50 %,No,Cash on Delivery,Rarely,Rarely,3 - 5,2,3,4,3,Completely Unplanned
3/15/2026 13:17:20,25 - 29,Male,Working Professional,Amazon,Mobile App,2 - 3 times a month,No,Yes,5 - 15 minutes,2,4,2,3,3,3,3,3,No,No,No,Yes,0 - 10 %,No,Cash on Delivery,Always,Always,1 - 2,3,2,4,3,Completely Unplanned
3/15/2026 13:19:10,16 - 20,Male,Student,Myntra,Mobile Browser,Multiple times in a month,No,No,Less than 5 minutes,3,5,5,4,5,4,3,3,No,Yes,Yes,Yes,30 - 50 %,Yes,Cash on Delivery,Rarely,Never,3 - 5,1,3,3,3,Completely Unplanned
3/15/2026 13:21:06,16 - 20,Female,Working Professional,Ajio,Mobile Browser,Weekly,No,No,Less than 5 minutes,3,4,4,5,5,5,2,4,Yes,Yes,No,Yes,30 - 50 %,No,Cash on Delivery,Rarely,Rarely,3 - 5,1,2,4,3,Completely Unplanned
3/15/2026 13:22:55,25 - 29,Male,Self Employed,Meesho,Laptop / Desktop,2 - 3 times a month,Yes,Yes,5 - 15 minutes,2,4,3,4,4,2,2,2,No,No,Yes,Yes,10 - 30 %,Yes,Debit Card,Sometimes,Sometimes,1 - 2,3,3,2,4,Completely Planned
3/15/2026 13:24:38,21 - 24,Female,Student,Ajio,Mobile App,Multiple times in a month,No,No,5 - 15 minutes,5,4,4,4,3,5,3,5,Yes,No,No,Yes,30 - 50 %,Yes,Cash on Delivery,Rarely,Never,3 - 5,1,2,5,2,Completely Unplanned
3/15/2026 13:26:22,16 - 20,Female,Student,Myntra,Mobile App,Weekly,No,No,Less than 5 minutes,3,3,5,5,4,5,4,4,Yes,Yes,No,No,30 - 50 %,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Rarely,3 - 5,2,1,4,3,Completely Unplanned
3/15/2026 13:28:08,16 - 20,Male,Student,Amazon,Mobile Browser,Weekly,No,No,Less than 5 minutes,5,5,5,5,4,5,4,3,No,No,Yes,No,10 - 30 %,No,"UPI (Gpay, Phonepe, Paytm)",Rarely,Never,3 - 5,2,3,3,3,Completely Unplanned
3/15/2026 13:29:34,35 +,Male,Working Professional,Amazon,Mobile App,Multiple times in a month,Yes,Yes,5 - 15 minutes,1,1,1,3,1,1,2,1,Yes,Yes,No,No,30 - 50 %,No,Credit Card,Always,Always,0,5,4,3,5,Completely Planned
